protein,drug,label,prediction
,O=C(Cc1cncc2ccccc12)N1CCC(C2CCCC2)CC1,-0.5108549,-0.7293325
,COC(=O)C(C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1)c1cccnc1,-0.6824501,-0.36308396
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(Cl)cc23)C1=O,0.003930601,0.67300093
,CNc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,1.1218361,0.21431433
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNS(=O)(=O)C,0.95936614,-0.0988334
,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CN1CCC(F)(F)CC1,-1.1148701,-0.7131932
,c1cc2c(c(c1)Br)N(C(=O)C2=O)Cc3ccc(cc3F)C#N,1.2016329,0.8463419
,Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,1.0614291,0.012324318
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,0.17552577,0.22170956
,ClCC(=O)N1CCN(Cc2cc(Cl)ccc2CNC(=O)[C@@H]2CCCOC2)CC1,-0.8197261,0.0824541
,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,-0.54517376,-0.2027138
,O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1,-1.3619668,-0.763784
,N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,-0.8815005,-0.36398244
,Clc1cccc(C2CCN(c3cncc4ccccc34)C2=O)c1,-0.13334541,0.5039649
,Cn1cncc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,0.41575897,0.27044785
,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,-0.47653577,-0.09086992
,COc1cc(cc(c1)Cl)OC(=O)Nc2cccnc2,1.8709004,0.32702404
,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)Nc2ccccn2)C1,-0.54517376,0.08447249
,c1ccc(cc1)[C@H](C(=O)NCC2=SC=CC2)N3Cc4ccccc4C3=O,0.680885,0.26044166
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC(=O)NC1COC1)C2=O,0.003930601,0.04940842
,C=C(CN(C(=O)[C@@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,0.42262295,0.005955741
,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,-1.3001928,0.06308721
,CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,0.5530353,-0.18550186
,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4c3CCCC4)C2=O)C1,0.34712097,0.18409006
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccc(O)c(=O)o2)cc1,-1.3688308,0.21078746
,COC1=C(Cl)C=C(Cl)C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1,-0.6138121,-0.21698047
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CC(=O)N2,0.20984493,0.27107203
,CCNC(=O)C(N(C(=O)C=C)c1ccc(C(C)(C)C)cc1)c1cccnc1,-1.2315545,0.4420904
,Cc1n[nH]c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)n1,0.003930601,0.27585912
,Clc1ccc(C2CCCN(c3cncc4ccccc34)C2=O)cc1,-1.3688308,-0.13153292
,[O-][N+](=O)C1=C(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=CC=C1,-0.47653577,-0.32664585
,COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,-0.47653577,0.45798624
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(C1CNC(=O)C1)C2=O,0.07256861,0.11865412
,COc1ccc(CNC(=O)CN2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)cc1,0.6765837,0.42867726
,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,0.41575897,0.43937117
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)Cl)Cl,2.3441925,0.44191915
,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,-1.3001928,-0.112756506
,Cn1nnc(CN2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,-1.2658737,-0.21153744
,CCOC(=O)c1c(cnc(n1)S(=O)(=O)C)Cl,1.9830064,0.49634343
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCCC4)cc23)C1=O,0.34712097,0.5682063
,O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,-1.1011424,-0.7175517
,c1ccc2c(c1)c(c[nH]c2=O)NC(=O)C3CCOc4c3cc(cc4)Cl,0.6746321,0.19447498
,[O-][N+](=O)c1cnc(Sc2nnc(-c3ccc(Cl)cc3)o2)s1,0.003930601,0.21488781
,CC(NC(=O)COc1ccc(C(N)=O)cc1)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,-0.8197261,0.13402127
,COCCOC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,0.003930601,0.29326093
,Oc1ccc(Cl)cc1C(=O)Nc1cnccc1Cl,-1.0256405,0.34169954
,FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,-0.47653577,-0.14267875
,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc43)c2c1,0.34712097,0.2762909
,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)Cc1csc(-c2ccccc2)n1,-0.54517376,0.12105644
,CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,-0.49026334,-0.19763769
,CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,-0.21571103,0.22561802
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,-1.2315545,0.88714
,Fc1cc(F)c(CC(=O)Nc2cncc3ccccc23)cc1F,-0.2774854,-0.5098406
,O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12,-0.21571103,-0.11376031
,O=C(Cc1cncc2ccccc12)NCc1cccc(Cl)c1,-0.5794929,-0.32683045
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3c4c(ccnc4Br)[nH]n3,0.71073467,0.17721786
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,1.3980423,0.10623644
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)C(=O)c2cocn2)cc1,-0.13334541,-0.3333571
,CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,-0.13334541,-0.38215154
,Cc1ccc(cc1)CN2CCC(C2)CNC(=O)Nc3cn(c(=O)c4c3cccc4)CC(C)C,0.6454458,0.074327126
,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)F,1.8146763,-0.00726451
,O=C1[C@@H]2CN(Cc3ccccc3)CCN2C(=O)N1c1cncc2ccccc12,-0.38044256,-0.5923875
,OCc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,-0.13334541,0.30853254
,CO[C@@H](C)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,-1.2109632,0.21974598
,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,-0.88836414,-0.12131168
,O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,-0.09902657,-0.40879726
,O=C(Cc1cncc2ccccc12)N1CCCSC[C@@H]1C(F)(F)F,-1.1903716,-0.7220025
,c1ccc(cc1)Cc2ncc(s2)CN3CCN(CC3)C(=O)CCl,0.9382954,0.0327823
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cnccc3CO,0.7439548,0.2854609
,CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCc2ccccn2)C1,-0.8952281,-0.03802879
,OCC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,-0.95700246,0.14232795
,Clc1cccc(CC(=O)Nc2cnc(C#N)c3ccccc23)c1,-1.3001928,-0.13713105
,Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,-0.47653577,0.22540551
,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,-1.3619668,-0.06608887
,Cn1nccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,0.4843973,0.25246996
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(CC#N)CC3)C2)CCN(c2cncc3ccccc23)C1=O,0.27848294,0.23629706
,CCOC(=O)c1c(n(c2c1cc(cc2)N(C(=O)c3ccco3)S(=O)(=O)C)S(=O)(=O)C)C,2.5655577,0.30215508
,ClCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,-0.95700246,0.37877196
,Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,-0.54517376,-0.104745165
,OC1(C2=CC=C(Cl)C=C2)CCN(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)CC1,-0.54517376,-0.30118704
,OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21,-0.8197261,0.28546083
,CC(COc1ccccc1OC)NC(=O)c2cc(=O)[nH]c3c2cc(cc3)F,1.0067832,0.06214215
,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc21,0.14120694,0.27227432
,COc1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc(OC)c1OCC(N)=O,-0.8197261,-0.048279658
,c1cc(c(cc1Br)Cl)NC(=O)Cn2cnc(n2)C#N,1.6802503,0.24330145
,COC1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,0.4843973,0.26652533
,CN(C)S(=O)(=O)N1CC(C(=O)Nc2cnccc2C(F)(F)F)c2cc(Cl)ccc2C1,-1.0942785,0.37186903
,COC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.41575897,0.09957306
,Clc1ccc2c(c1)C1(CN(CC(=O)NCC3CC3)C2)CCN(c2cncc3ccccc23)C1=O,0.6903113,-0.07458039
,Cc1cc2c(cc1C)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,-0.51771855,0.20900111
,CC(C)(C)N1C=CN(C1[Au]Cl)C(C)(C)C,2.6336422,-0.0011528581
,COc1ccc2c(c1)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,0.76373893,0.39685374
,O=C(Cc1cncc2ccccc12)N1CCN(c2cccnc2)CC1,-1.4100136,-0.61738855
,COC(=O)C1CC(NC(=O)C(N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)c2cccnc2)C1,-0.47653577,-0.4350142
,O=C(NCCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,-0.87463653,-0.544085
,CCN1CCN(C2=CC=C(NC3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)C=C2)CC1,-0.47653577,-0.3280875
,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)C#N,2.2657604,-0.18409802
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CCC(C3O)(F)F,1.026622,-0.16225185
,FC(F)(F)CN1CCOCC1C(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,-0.95700246,-0.18530215
,Cc1ccc(C[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,-1.0599593,-0.82594025
,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1,0.4843973,0.18055682
,CC(C)C[C@@H]1CN(CCN1Cc2cccc(c2)Cl)C(=O)CCl,2.1924098,0.17325513
,Clc1cccc(CC(=O)Nc2cncc3[nH]ncc23)c1,-0.95700246,-0.09525408
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3OC)C(=O)OC,1.254003,-0.23996304
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(Cl)cc34)C2=O)C1,0.5530353,0.32865232
,CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,0.82758766,0.41970003
,COc1ccc(NC(=O)[C@@H]2CN(C(=O)CCl)CCN2S(=O)(=O)c2ccsc2)cc1,0.14120694,0.2628578
,C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,-0.8815005,-0.37591183
,Clc1cccc(CC(=O)Nc2cccnc2)c1,-1.2315545,-0.0624118
,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ncn5,1.9616958,0.27668822
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)N(C(=O)CC#N)CC2,-0.6138121,0.105518445
,O=C(Cc1cncc2ccccc12)N1CCC[C@@H]1c1ccccc1,-0.7579521,-0.83356404
,COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,1.9932735,-0.13471742
,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,-0.88836414,0.30396152
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCCN(c2cncc3ccccc23)C1=O,0.4843973,0.29041237
,CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O,0.14120694,0.21681218
,CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O,-1.1629164,-0.30759466
,Clc1cccc(C(NC(=O)Cn2nnc(-c3ccccc3)n2)C(=O)Nc2cncc3ccccc23)c1,-0.95700246,-0.23697121
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4)Cl,2.2502322,0.46021354
,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,0.41575897,-0.06684597
,ClC1=CC(N2CCN(C(=O)C3=CC=CO3)CC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,0.003930601,-0.1512108
,Fc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1F,-1.0874145,-0.487293
,c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)N5CCOCC5,1.0824164,0.04568039
,Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,-0.6824501,-0.15739246
,O=C(Cc1cncc2ccccc12)N1CC[C@@](F)(c2cccc(C(F)(F)F)c2)C1,-1.1766441,-0.7388822
,C[C@@H]1CC[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@@H]2C1,-0.8059985,-0.69229233
,Clc1ccc2c(c1)C1(CCN2)CCCN(c2cncc3ccccc23)C1=O,-0.13334541,-0.32854795
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccno2)cc1,-0.064707406,0.14274989
,Cc1c(cncc1NC(=O)Cc2cccc(c2)Cl)N,1.3671485,-0.09086974
,Fc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,-0.54517376,-0.6639569
,COc1cccc(c1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,1.1059415,0.23165773
,CC(C)NS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,0.41575897,0.34434927
,O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,-0.291213,-0.77503765
,Cc1ccc(cc1)OCCN2c3c(cccc3Cl)C(=O)C2=O,1.7667686,0.57159424
,Clc1ccc2c(c1)N(C(=O)Cc1cncc3ccccc13)CCO2,-0.6138121,-0.42600095
,Clc1cc2c(cc1Cl)C(C(=O)Nc1cncc3cnccc13)CCN2,-0.064707406,0.39859617
,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCN2,0.34712097,0.30564296
,CCCc1cc2c(cc1S(=O)(=O)N3CCN(CC3)c4ccccc4)OCO2,1.16852,0.28272742
,CN1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,2.4147696,0.31758463
,Cc1nocc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,0.4843973,0.25564855
,Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,-1.3001928,0.28111666
,Fc1ccc2cncc(NC(=O)[C@H]3CCOc4cc(F)c(Cl)cc43)c2c1,0.34712097,0.23375343
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](N2CCCCC2)C1,-1.3825585,-0.70183355
,O=C(Nc1cncc2ccccc12)[C@@H]1CC(=O)Nc2ccccc21,-0.99132127,-0.12550046
,CC(C)(C)N(Cc1ccccc1)C(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,-0.05784344,0.28504145
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,0.5530353,-0.015104249
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(CCO)cc1,0.7040389,0.32696152
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2c[nH]c(=O)[nH]2)cc1,-0.88836414,-0.105746046
,c1cc(cc(c1)Cl)N(CCC2CCCCC2)C(=O)Nc3cccnc3,1.6385049,0.1425984
,CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,0.14807057,-0.023969844
,FC(F)(F)C1=CC=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,-0.54517376,-0.5278442
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CCO2,-1.2315545,0.46021342
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](c2cccc(Cl)c2)C1,-0.72363293,-0.49900776
,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,-1.3001928,0.12351976
,CN([C@H]1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)C1)C(=O)OC(C)(C)C,-0.47653577,-0.295524
,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,-1.0942785,0.09856479
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC#N)C2,0.27848294,0.39956254
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCOCC4)cc23)C1=O,0.41575897,0.5487896
,COC(=O)/C=C/C(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,0.14120694,0.05953388
,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,-0.064707406,0.6717478
,CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,-0.6138121,0.22885709
,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,0.20984493,0.009812579
,Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)OC,1.14828,0.30090928
,CS(=O)(=O)N1CC(C(=O)Nc2cncc3cccc(F)c23)c2cc(Cl)ccc2C1,-0.064707406,0.28324676
,CN1CCN(c2ccc(NC(=O)CN3C[C@H](C(=O)Nc4cncc5ccccc45)c4cc(Cl)ccc4C3)cc2F)CC1,0.7658133,0.33649772
,CC(C)(CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)C#N,0.41575897,-0.020966604
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(OCCN(C)C)cc34)C2=O)C1,0.41575897,0.3099876
