protein,drug,label,prediction
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,6.35,6.233903
,ClCC(=O)N1CCN(Cc2cc(Cl)ccc2CNC(=O)[C@@H]2CCCOC2)CC1,4.9,5.8380237
,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,5.3,5.670432
,O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1,4.11,4.8590217
,N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,4.81,5.3124924
,Clc1cccc(C2CCN(c3cncc4ccccc34)C2=O)c1,5.9,7.7002954
,Cn1cncc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,6.4190345
,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,5.4,6.002979
,COc1cc(cc(c1)Cl)OC(=O)Nc2cccnc2,8.820021,6.677724
,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)Nc2ccccn2)C1,5.3,6.33629
,c1ccc(cc1)[C@H](C(=O)NCC2=SC=CC2)N3Cc4ccccc4C3=O,7.0862665,6.2713847
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC(=O)NC1COC1)C2=O,6.1,6.074933
,C=C(CN(C(=O)[C@@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,6.71,6.0470877
,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,4.2,5.9423275
,CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.9,5.978978
,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4c3CCCC4)C2=O)C1,6.6,6.172319
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccc(O)c(=O)o2)cc1,4.1,6.702511
,COC1=C(Cl)C=C(Cl)C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1,5.2,5.703333
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CC(=O)N2,6.4,6.5140314
,CCNC(=O)C(N(C(=O)C=C)c1ccc(C(C)(C)C)cc1)c1cccnc1,4.3,7.0897875
,Cc1n[nH]c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)n1,6.1,6.546129
,Clc1ccc(C2CCCN(c3cncc4ccccc34)C2=O)cc1,4.1,5.9350758
,[O-][N+](=O)C1=C(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=CC=C1,5.4,5.527228
,COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,5.4,7.2002077
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(C1CNC(=O)C1)C2=O,6.2,6.2276144
,COc1ccc(CNC(=O)CN2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)cc1,7.08,6.906499
,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,6.947957
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)Cl)Cl,9.509568,6.97167
,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,4.2,5.2708116
,Cn1nnc(CN2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,4.25,5.4874225
,CCOC(=O)c1c(cnc(n1)S(=O)(=O)C)Cl,8.98335,6.7635126
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCCC4)cc23)C1=O,6.6,6.90559
,O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,4.49,4.9650784
,c1ccc2c(c1)c(c[nH]c2=O)NC(=O)C3CCOc4c3cc(cc4)Cl,7.0771565,6.1500235
,[O-][N+](=O)c1cnc(Sc2nnc(-c3ccc(Cl)cc3)o2)s1,6.1,5.4053445
,CC(NC(=O)COc1ccc(C(N)=O)cc1)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,4.9,6.2887254
,COCCOC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,6.1,6.8675165
,Oc1ccc(Cl)cc1C(=O)Nc1cnccc1Cl,4.6,6.4833307
,FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,5.4,5.7411127
,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc43)c2c1,6.6,6.4301844
,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)Cc1csc(-c2ccccc2)n1,5.3,6.170141
,CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,5.38,5.798669
,CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,5.78,6.503889
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,4.3,8.149395
,Fc1cc(F)c(CC(=O)Nc2cncc3ccccc23)cc1F,5.69,5.101521
,O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12,5.78,5.731256
,O=C(Cc1cncc2ccccc12)NCc1cccc(Cl)c1,5.25,5.7348003
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3c4c(ccnc4Br)[nH]n3,7.129755,5.9516273
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,8.131105,6.2058654
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)C(=O)c2cocn2)cc1,5.9,5.2868843
,CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,5.9,5.119694
,Cc1ccc(cc1)CN2CCC(C2)CNC(=O)Nc3cn(c(=O)c4c3cccc4)CC(C)C,7.0346346,5.985394
,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)F,8.738107,5.7109776
,O=C1[C@@H]2CN(Cc3ccccc3)CCN2C(=O)N1c1cncc2ccccc12,5.54,5.023695
,OCc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,5.9,6.5306387
,CO[C@@H](C)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,4.33,6.5831547
,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,4.8,5.5544586
,O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,5.95,5.3648
,O=C(Cc1cncc2ccccc12)N1CCCSC[C@@H]1C(F)(F)F,4.36,4.800377
,c1ccc(cc1)Cc2ncc(s2)CN3CCN(CC3)C(=O)CCl,7.4612923,6.06613
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cnccc3CO,7.178154,6.541234
,CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCc2ccccn2)C1,4.79,5.871231
,OCC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,4.7,6.3755617
,Clc1cccc(CC(=O)Nc2cnc(C#N)c3ccccc23)c1,4.2,5.756502
,Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,5.4,6.3604164
,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,4.11,5.9600906
,Cn1nccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.8,6.392956
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(CC#N)CC3)C2)CCN(c2cncc3ccccc23)C1=O,6.5,6.319817
,CCOC(=O)c1c(n(c2c1cc(cc2)N(C(=O)c3ccco3)S(=O)(=O)C)S(=O)(=O)C)C,9.832079,6.476954
,ClCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,4.7,6.5200872
,Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,5.3,5.80051
,OC1(C2=CC=C(Cl)C=C2)CCN(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)CC1,5.3,5.5331464
,OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21,4.9,6.5412345
,CC(COc1ccccc1OC)NC(=O)c2cc(=O)[nH]c3c2cc(cc3)F,7.5610733,5.9143844
,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc21,6.3,6.433296
,COc1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc(OC)c1OCC(N)=O,4.9,5.855994
,c1cc(c(cc1Br)Cl)NC(=O)Cn2cnc(n2)C#N,8.542259,6.1469975
,COC1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,6.8,6.491227
,CN(C)S(=O)(=O)N1CC(C(=O)Nc2cnccc2C(F)(F)F)c2cc(Cl)ccc2C1,4.5,6.504733
,COC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,6.7,6.1674504
,Clc1ccc2c(c1)C1(CN(CC(=O)NCC3CC3)C2)CCN(c2cncc3ccccc23)C1=O,7.1,5.7688975
,Cc1cc2c(cc1C)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,5.34,6.492446
,CC(C)(C)N1C=CN(C1[Au]Cl)C(C)(C)C,9.9312725,4.1979084
,COc1ccc2c(c1)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,7.206978,6.570318
,O=C(Cc1cncc2ccccc12)N1CCN(c2cccnc2)CC1,4.04,5.1895337
,COC(=O)C1CC(NC(=O)C(N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)c2cccnc2)C1,5.4,5.272304
,O=C(NCCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,4.82,4.859349
,CCN1CCN(C2=CC=C(NC3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)C=C2)CC1,5.4,5.5701513
,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)C#N,9.395299,5.9937534
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CCC(C3O)(F)F,7.589977,5.7797213
,FC(F)(F)CN1CCOCC1C(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,4.7,5.592201
,Cc1ccc(C[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,4.55,4.672741
,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1,6.8,6.2818294
,CC(C)C[C@@H]1CN(CCN1Cc2cccc(c2)Cl)C(=O)CCl,9.288433,6.388141
,Clc1cccc(CC(=O)Nc2cncc3[nH]ncc23)c1,4.7,5.8221035
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3OC)C(=O)OC,7.9212523,5.3841834
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(Cl)cc34)C2=O)C1,6.9,6.750861
,CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,7.3,6.704939
,COc1ccc(NC(=O)[C@@H]2CN(C(=O)CCl)CCN2S(=O)(=O)c2ccsc2)cc1,6.3,6.4575715
,C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,4.81,5.070498
,Clc1cccc(CC(=O)Nc2cccnc2)c1,4.3,6.057088
,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ncn5,8.952302,6.5167775
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)N(C(=O)CC#N)CC2,5.2,6.217966
,O=C(Cc1cncc2ccccc12)N1CCC[C@@H]1c1ccccc1,4.99,4.7009845
,COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,8.998308,6.007367
,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,4.8,6.5492735
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCCN(c2cncc3ccccc23)C1=O,6.8,6.5396137
,CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O,6.3,6.505947
,CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O,4.4,5.3245835
,Clc1cccc(C(NC(=O)Cn2nnc(-c3ccccc3)n2)C(=O)Nc2cncc3ccccc23)c1,4.7,5.5767365
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4)Cl,9.372676,6.971649
,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,6.7,5.960658
,ClC1=CC(N2CCN(C(=O)C3=CC=CO3)CC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,6.1,5.918293
,Fc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1F,4.51,5.0164704
,c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)N5CCOCC5,7.6712646,5.7980947
,Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,5.1,5.729231
,O=C(Cc1cncc2ccccc12)N1CC[C@@](F)(c2cccc(C(F)(F)F)c2)C1,4.38,4.5309043
,C[C@@H]1CC[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@@H]2C1,4.92,4.914643
,Clc1ccc2c(c1)C1(CCN2)CCCN(c2cncc3ccccc23)C1=O,5.9,5.1365795
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccno2)cc1,6.0,6.5175095
,Cc1c(cncc1NC(=O)Cc2cccc(c2)Cl)N,8.086096,6.0029783
,Fc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,5.3,4.860638
,COc1cccc(c1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.7055387,6.409225
,CC(C)NS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,6.640622
,O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,5.67,4.9634666
,Cc1ccc(cc1)OCCN2c3c(cccc3Cl)C(=O)C2=O,8.668309,6.728678
,Clc1ccc2c(c1)N(C(=O)Cc1cncc3ccccc13)CCO2,5.2,5.446763
,Clc1cc2c(cc1Cl)C(C(=O)Nc1cncc3cnccc13)CCN2,6.0,6.575669
,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCN2,6.6,6.5816183
,CCCc1cc2c(cc1S(=O)(=O)N3CCN(CC3)c4ccccc4)OCO2,7.7967105,6.075143
,CN1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,9.612393,6.6880207
,Cc1nocc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.8,6.4829884
,Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,4.2,6.3718724
,Fc1ccc2cncc(NC(=O)[C@H]3CCOc4cc(F)c(Cl)cc43)c2c1,6.6,6.4019885
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](N2CCCCC2)C1,4.08,4.926463
,O=C(Nc1cncc2ccccc12)[C@@H]1CC(=O)Nc2ccccc21,4.65,5.6446123
,CC(C)(C)N(Cc1ccccc1)C(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,6.01,6.6261353
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.9,6.199415
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(CCO)cc1,7.12,6.5144377
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2c[nH]c(=O)[nH]2)cc1,4.8,5.8278556
,c1cc(cc(c1)Cl)N(CCC2CCCCC2)C(=O)Nc3cccnc3,8.48144,6.329724
,CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31,6.2336235
,FC(F)(F)C1=CC=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,5.3,5.089996
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CCO2,4.3,6.9716506
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](c2cccc(Cl)c2)C1,5.04,5.4874926
,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,4.2,6.2649574
,CN([C@H]1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)C1)C(=O)OC(C)(C)C,5.4,5.6361365
,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,4.5,6.049733
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC#N)C2,6.5,6.76061
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCOCC4)cc23)C1=O,6.7,6.827936
,COC(=O)/C=C/C(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,6.3,6.202754
,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,6.0,7.5546303
,CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,5.2,6.5350037
,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,6.4,6.2612476
,Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)OC,7.7672224,6.755187
,CS(=O)(=O)N1CC(C(=O)Nc2cncc3cccc(F)c23)c2cc(Cl)ccc2C1,6.0,6.46875
,CN1CCN(c2ccc(NC(=O)CN3C[C@H](C(=O)Nc4cncc5ccccc45)c4cc(Cl)ccc4C3)cc2F)CC1,7.21,6.6838083
,CC(C)(CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)C#N,6.7,6.089964
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(OCCN(C)C)cc34)C2=O)C1,6.7,6.6023774
,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,5.4,5.9015465
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2cnco2)cc1,5.3,6.3840566
,C[C@@H]1CC[C@H]2N(C1)C(=O)N(c1cncc3ccccc13)C2=O,4.37,4.7202215
,CN(C)C(=O)C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,5.9,7.0681825
,CCc1cccc(c1)NC(=O)C(c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,7.494435,4.818063
,Cc1ccnc(NC(=O)C2CCOc3ccc(Cl)cc32)c1N,4.1,6.372896
,c1ccc2c(c1)cncc2NC(=O)[C@H]3Cc4cc(ccc4OC3)Cl,8.449032,6.457858
,NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.9,7.0235915
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC(=O)NC1CCC1)C2=O,6.9,6.1552978
,Clc1ccc2c(c1)C(CNCCN1C(=O)c3ccccc3C1=O)(C(=O)Nc1cncc3ccccc13)CCO2,4.8,5.917698
,SC1=NC=C(C2=CC(Cl)=CC=C2)C(=O)N1C1=C2C=CC=CC2=CN=C1,6.86,5.8169117
