protein,drug,label,prediction
,Clc1ccc2c(c1)C(C(=O)N(C(=O)C=C)c1cncc3ccccc13)CO2,7.4,5.5455
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)F)Cl,9.346996,7.7848964
,c1ccc(c(c1)NC(=O)Nc2cccc(c2)C(F)(F)F)Sc3ncc(s3)[N+](=O)[O-],9.660406,5.5364075
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2cn3ccccc3n2)cc1,4.7,4.837244
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(S(=O)(=O)CC1(C#N)CNC1)C2,6.8,6.3973994
,Clc1ccc(C2NC(=O)N(c3cncc4ccccc34)C2=O)cc1Cl,5.1,4.218101
,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,5.4,4.4139805
,CCOc1cccc(CNC(=O)CN2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)c1,7.08,6.3694673
,Cn1c(=O)ccn(c1=O)CC(=O)NC(c2cccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,7.8021154,5.6233006
,Clc1ccc2c(c1)C(C(=O)Nc1cnc3ccccn13)CNC2=O,5.2,5.9921837
,COc1ccccc1CC(=O)Nc1cncc2ccccc12,4.5,5.7601123
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3)C4(CCO4)C,7.8162117,7.6312747
,CN(C)CCN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.67,6.547706
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(C(=O)C1CC1)C2,6.3,5.8324184
,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,4.8,5.8042655
,c1cc(cc(c1)CN2CCN(CC2)C(=O)CCl)CNC(=O)N3CCOCC3,7.2982807,6.9753013
,COC(=O)CCSc1cc(Cl)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,4.8,4.7870474
,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CN([C@@H]1CCNC1=O)C2,5.4,6.8022857
,Cc1cccc2[nH]c(CNC(=O)c3cncc4ccccc34)cc12,4.87,5.519947
,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.17,5.984347
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(S(=O)(=O)N1CCOCC1)C2,6.9,5.740401
,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)N5CCN(CC5)CC(CO)(F)F,8.03349,7.5873623
,Clc1cccc(CC(=O)Nn2cnc3ccccc3c2=O)c1,5.1,5.2969494
,Fc1ccc2c(NC(=O)C3CN(CC(=O)NC4CC4)C(=O)c4ccc(Cl)cc43)cncc2c1,6.3,6.3401256
,CC(C)Oc1ccc(N(C(C(=O)NCCc2ccon2)c2cccnc2)C(=O)c2cocn2)cc1,5.2,5.0116434
,CS(=O)(=O)c1ccc2c(NC(=O)C3CN(CC(=O)NC4CC4)C(=O)c4ccc(Cl)cc43)cncc2c1,6.7,6.560391
,CS(=O)(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,4.8,6.1054726
,O=C(Cc1cncc2ccccc12)N1CCC(C2CCCC2)CC1,5.35,4.8140597
,COC(=O)C(C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1)c1cccnc1,5.1,4.8949575
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(Cl)cc23)C1=O,6.1,7.109711
,CNc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,7.728696,7.4839196
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNS(=O)(=O)C,7.4919906,7.039263
,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CN1CCC(F)(F)CC1,4.47,4.9477744
,c1cc2c(c(c1)Br)N(C(=O)C2=O)Cc3ccc(cc3F)C#N,7.844953,7.508818
,Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,7.640688,6.5960546
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,6.35,4.3749094
,ClCC(=O)N1CCN(Cc2cc(Cl)ccc2CNC(=O)[C@@H]2CCCOC2)CC1,4.9,5.8223953
,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,5.3,5.817826
,O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1,4.11,3.7332675
,N#Cc1ccc2c(c1)Oc1c(F)cccc1CN2C(=O)Cc1cncc2ccccc12,4.81,4.8830347
,Clc1cccc(C2CCN(c3cncc4ccccc34)C2=O)c1,5.9,5.289261
,Cn1cncc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,5.280163
,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,5.4,4.7795534
,COc1cc(cc(c1)Cl)OC(=O)Nc2cccnc2,8.820021,6.6539474
,ClCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)Nc2ccccn2)C1,5.3,6.0925283
,c1ccc(cc1)[C@H](C(=O)NCC2=SC=CC2)N3Cc4ccccc4C3=O,7.0862665,8.413261
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC(=O)NC1COC1)C2=O,6.1,5.6987715
,C=C(CN(C(=O)[C@@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,6.71,5.98254
,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,4.2,5.4274344
,CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.9,5.707511
,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4c3CCCC4)C2=O)C1,6.6,6.3669086
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccc(O)c(=O)o2)cc1,4.1,5.34657
,COC1=C(Cl)C=C(Cl)C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1,5.2,4.3857417
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CC(=O)N2,6.4,5.8742304
,CCNC(=O)C(N(C(=O)C=C)c1ccc(C(C)(C)C)cc1)c1cccnc1,4.3,5.5726933
,Cc1n[nH]c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)n1,6.1,6.627003
,Clc1ccc(C2CCCN(c3cncc4ccccc34)C2=O)cc1,4.1,5.1486197
,[O-][N+](=O)C1=C(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=CC=C1,5.4,4.4157753
,COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,5.4,5.867902
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(C1CNC(=O)C1)C2=O,6.2,5.939259
,COc1ccc(CNC(=O)CN2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)cc1,7.08,6.396841
,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,6.2060924
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)Cl)Cl,9.509568,8.124988
,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,4.2,6.391818
,Cn1nnc(CN2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,4.25,3.945752
,CCOC(=O)c1c(cnc(n1)S(=O)(=O)C)Cl,8.98335,2.9790573
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCCC4)cc23)C1=O,6.6,5.453993
,O=C(Cc1cncc2ccccc12)N1CCC(c2ccccc2)CC1,4.49,4.99448
,c1ccc2c(c1)c(c[nH]c2=O)NC(=O)C3CCOc4c3cc(cc4)Cl,7.0771565,7.778332
,[O-][N+](=O)c1cnc(Sc2nnc(-c3ccc(Cl)cc3)o2)s1,6.1,4.9656487
,CC(NC(=O)COc1ccc(C(N)=O)cc1)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,4.9,4.576087
,COCCOC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,6.1,5.62693
,Oc1ccc(Cl)cc1C(=O)Nc1cnccc1Cl,4.6,4.865876
,FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,5.4,6.3132625
,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc43)c2c1,6.6,6.0157967
,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)Cc1csc(-c2ccccc2)n1,5.3,5.1361494
,CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,5.38,5.9093637
,CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,5.78,5.0734944
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,4.3,5.9345865
,Fc1cc(F)c(CC(=O)Nc2cncc3ccccc23)cc1F,5.69,4.857227
,O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12,5.78,5.944851
,O=C(Cc1cncc2ccccc12)NCc1cccc(Cl)c1,5.25,5.8089223
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3c4c(ccnc4Br)[nH]n3,7.129755,6.941855
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,8.131105,6.631598
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)C(=O)c2cocn2)cc1,5.9,4.3409624
,CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,5.9,5.483062
,Cc1ccc(cc1)CN2CCC(C2)CNC(=O)Nc3cn(c(=O)c4c3cccc4)CC(C)C,7.0346346,6.266224
,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)F,8.738107,5.9579415
,O=C1[C@@H]2CN(Cc3ccccc3)CCN2C(=O)N1c1cncc2ccccc12,5.54,5.0025797
,OCc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,5.9,6.492407
,CO[C@@H](C)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,4.33,6.0255013
,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,4.8,5.6969604
,O=C(Cc1cncc2ccccc12)N(Cc1cc(F)ccc1F)C1CCCC1,5.95,4.7964497
,O=C(Cc1cncc2ccccc12)N1CCCSC[C@@H]1C(F)(F)F,4.36,5.900806
,c1ccc(cc1)Cc2ncc(s2)CN3CCN(CC3)C(=O)CCl,7.4612923,6.941994
,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cnccc3CO,7.178154,6.050581
,CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@@H](C(=O)NCc2ccccn2)C1,4.79,4.589387
,OCC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,4.7,5.380451
,Clc1cccc(CC(=O)Nc2cnc(C#N)c3ccccc23)c1,4.2,4.8676214
,Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,5.4,4.52555
,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12Cn1nncc1-c1ccc(Cl)cc12,4.11,6.644178
,Cn1nccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.8,5.766177
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(CC#N)CC3)C2)CCN(c2cncc3ccccc23)C1=O,6.5,6.6396217
,CCOC(=O)c1c(n(c2c1cc(cc2)N(C(=O)c3ccco3)S(=O)(=O)C)S(=O)(=O)C)C,9.832079,3.1899672
,ClCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,4.7,5.4610543
,Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,5.3,4.916233
,OC1(C2=CC=C(Cl)C=C2)CCN(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)CC1,5.3,4.6163797
,OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21,4.9,5.7970386
,CC(COc1ccccc1OC)NC(=O)c2cc(=O)[nH]c3c2cc(cc3)F,7.5610733,5.990055
,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc21,6.3,6.2346783
,COc1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc(OC)c1OCC(N)=O,4.9,5.771519
,c1cc(c(cc1Br)Cl)NC(=O)Cn2cnc(n2)C#N,8.542259,7.7366962
,COC1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,6.8,6.2478604
,CN(C)S(=O)(=O)N1CC(C(=O)Nc2cnccc2C(F)(F)F)c2cc(Cl)ccc2C1,4.5,4.983151
,COC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,6.7,5.907832
,Clc1ccc2c(c1)C1(CN(CC(=O)NCC3CC3)C2)CCN(c2cncc3ccccc23)C1=O,7.1,6.5707364
,Cc1cc2c(cc1C)[C@@H](C(=O)Nc1cncc3ccccc13)CO2,5.34,5.6989036
,CC(C)(C)N1C=CN(C1[Au]Cl)C(C)(C)C,9.9312725,4.8302183
,COc1ccc2c(c1)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,7.206978,6.873777
,O=C(Cc1cncc2ccccc12)N1CCN(c2cccnc2)CC1,4.04,4.844346
,COC(=O)C1CC(NC(=O)C(N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)c2cccnc2)C1,5.4,5.068678
,O=C(NCCc1c[nH]c2ccc(F)cc12)c1cncc2ccccc12,4.82,5.421954
,CCN1CCN(C2=CC=C(NC3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)C=C2)CC1,5.4,4.018469
,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)C#N,9.395299,7.8006196
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CCC(C3O)(F)F,7.589977,7.193432
,FC(F)(F)CN1CCOCC1C(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,4.7,6.2495694
,Cc1ccc(C[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)cc1,4.55,5.147432
,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1,6.8,6.311621
,CC(C)C[C@@H]1CN(CCN1Cc2cccc(c2)Cl)C(=O)CCl,9.288433,7.0468574
,Clc1cccc(CC(=O)Nc2cncc3[nH]ncc23)c1,4.7,5.8742123
,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3OC)C(=O)OC,7.9212523,7.8391147
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(Cl)cc34)C2=O)C1,6.9,6.571856
,CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,7.3,6.386212
,COc1ccc(NC(=O)[C@@H]2CN(C(=O)CCl)CCN2S(=O)(=O)c2ccsc2)cc1,6.3,6.2884173
,C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,4.81,5.427313
,Clc1cccc(CC(=O)Nc2cccnc2)c1,4.3,5.432412
,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ncn5,8.952302,7.3775973
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)N(C(=O)CC#N)CC2,5.2,5.516203
,O=C(Cc1cncc2ccccc12)N1CCC[C@@H]1c1ccccc1,4.99,5.088312
,COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,8.998308,7.843136
,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,4.8,5.8444176
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCCN(c2cncc3ccccc23)C1=O,6.8,6.609923
,CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O,6.3,6.4433856
,CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O,4.4,5.822038
,Clc1cccc(C(NC(=O)Cn2nnc(-c3ccccc3)n2)C(=O)Nc2cncc3ccccc23)c1,4.7,4.0077305
,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4)Cl,9.372676,7.9954495
,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,6.7,6.3723555
,ClC1=CC(N2CCN(C(=O)C3=CC=CO3)CC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,6.1,4.087401
,Fc1ccc(F)c(CC(=O)Nc2cncc3ccccc23)c1F,4.51,4.823248
,c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)N5CCOCC5,7.6712646,6.4554887
,Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,5.1,4.8952637
,O=C(Cc1cncc2ccccc12)N1CC[C@@](F)(c2cccc(C(F)(F)F)c2)C1,4.38,4.825867
,C[C@@H]1CC[C@@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@@H]2C1,4.92,5.4255457
,Clc1ccc2c(c1)C1(CCN2)CCCN(c2cncc3ccccc23)C1=O,5.9,6.4933777
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccno2)cc1,6.0,5.2394896
,Cc1c(cncc1NC(=O)Cc2cccc(c2)Cl)N,8.086096,6.087559
,Fc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,5.3,5.168871
,COc1cccc(c1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.7055387,7.7191463
,CC(C)NS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.7,6.4994183
,O=C(Cc1cncc2ccccc12)N1CCC(C2CCC2)CC1,5.67,4.80497
,Cc1ccc(cc1)OCCN2c3c(cccc3Cl)C(=O)C2=O,8.668309,7.514118
,Clc1ccc2c(c1)N(C(=O)Cc1cncc3ccccc13)CCO2,5.2,5.718964
,Clc1cc2c(cc1Cl)C(C(=O)Nc1cncc3cnccc13)CCN2,6.0,5.910103
,Clc1ccc2c(c1)[C@H](C(=O)Nc1cncc3ccccc13)CCN2,6.6,6.2065535
,CCCc1cc2c(cc1S(=O)(=O)N3CCN(CC3)c4ccccc4)OCO2,7.7967105,6.084181
,CN1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,9.612393,7.712397
,Cc1nocc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.8,5.758914
,Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,4.2,5.5191603
,Fc1ccc2cncc(NC(=O)[C@H]3CCOc4cc(F)c(Cl)cc43)c2c1,6.6,5.7686696
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](N2CCCCC2)C1,4.08,5.2141094
,O=C(Nc1cncc2ccccc12)[C@@H]1CC(=O)Nc2ccccc21,4.65,5.8105755
,CC(C)(C)N(Cc1ccccc1)C(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,6.01,6.2494173
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.9,6.593777
,O=C(CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(CCO)cc1,7.12,6.331709
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2c[nH]c(=O)[nH]2)cc1,4.8,4.2409325
,c1cc(cc(c1)Cl)N(CCC2CCCCC2)C(=O)Nc3cccnc3,8.48144,6.953131
,CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31,6.5439568
,FC(F)(F)C1=CC=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,5.3,4.801873
,Clc1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CCO2,4.3,6.1844177
,O=C(Cc1cncc2ccccc12)N1CC[C@@H](c2cccc(Cl)c2)C1,5.04,5.0487065
,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,4.2,5.4276443
,CN([C@H]1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)C1)C(=O)OC(C)(C)C,5.4,5.7576504
,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,4.5,5.8271112
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC#N)C2,6.5,5.7193127
,Clc1ccc2c(c1)C1(CN(S(=O)(=O)CC3(C#N)CC3)C2)CCN(c2cncc3ccc(OCCN4CCOCC4)cc23)C1=O,6.7,5.492261
,COC(=O)/C=C/C(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,6.3,5.405728
,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,6.0,6.379265
,CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,5.2,6.784583
,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,6.4,5.976695
,Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)OC,7.7672224,6.440487
,CS(=O)(=O)N1CC(C(=O)Nc2cncc3cccc(F)c23)c2cc(Cl)ccc2C1,6.0,6.5887456
,CN1CCN(c2ccc(NC(=O)CN3C[C@H](C(=O)Nc4cncc5ccccc45)c4cc(Cl)ccc4C3)cc2F)CC1,7.21,6.5626163
,CC(C)(CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)C#N,6.7,6.7030997
,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(OCCN(C)C)cc34)C2=O)C1,6.7,6.7048283
,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,5.4,6.073236
,CC(C)(C)c1ccc(N(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2cnco2)cc1,5.3,4.9529753
,C[C@@H]1CC[C@H]2N(C1)C(=O)N(c1cncc3ccccc13)C2=O,4.37,4.43176
,CN(C)C(=O)C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,5.9,5.947566
,CCc1cccc(c1)NC(=O)C(c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,7.494435,5.826227
,Cc1ccnc(NC(=O)C2CCOc3ccc(Cl)cc32)c1N,4.1,5.4539127
,c1ccc2c(c1)cncc2NC(=O)[C@H]3Cc4cc(ccc4OC3)Cl,8.449032,7.184022
,NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,6.9,6.0304365
,Clc1ccc2c(c1)C(C(=O)Nc1cncc3ccccc13)CN(CC(=O)NC1CCC1)C2=O,6.9,6.154615
,Clc1ccc2c(c1)C(CNCCN1C(=O)c3ccccc3C1=O)(C(=O)Nc1cncc3ccccc13)CCO2,4.8,5.3760214
,SC1=NC=C(C2=CC(Cl)=CC=C2)C(=O)N1C1=C2C=CC=CC2=CN=C1,6.86,3.0680366
