protein,drug,label,prediction
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5scc(S(C)(=O)=O)c5N)CC4c4ccccc4)CC3)cnc21,6.958607,7.1785564
,CCCN(CCC)CCCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.623423,4.6963043
,Nc1c(Oc2cccc(O)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2(F)F)c1=O,7.387216,7.257872
,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnn6c(-c7ccoc7)ccc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.552842,7.3077154
,CC(C)(C)OC(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4cccc(C(F)(F)F)c4)c(N)c3=O)CC2)C(c2ccccc2)C1,6.5243287,6.794743
,CCc1cc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)ccc1Cl,7.0472074,6.961897
,O=C(C1CCC(F)(F)CC1c1cocn1)N1CCC(O)(Cn2cnc3c(-c4ccc(CO)cc4)scc3c2=O)CC1,6.2284126,6.403902
,Oc1ccc(-c2nc(C3CCNCC3)co2)cc1,4.0695605,4.593636
,CC(C)C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4-c4ccccc4)c3=O)CC2)C(c2ccccc2)C1,6.9871626,7.185756
,COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)ccc1F,8.207608,7.9728937
,Cc1ccccc1-c1nc(C)c(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5cccnc5c4=O)CC3)C(c3ccccc3)C2)s1,7.1870866,7.045303
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5scc(-c6ccncc6)c5F)CC4c4ccccc4)CC3)cnc21,7.6197886,7.249184
,CC(CC(=O)N1CCC(O)(C(C)n2cnn3cccc3c2=O)CC1)c1ccccc1,6.69897,5.895357
,Cc1nccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccc(Cl)cc5)c(N)c4=O)C(F)(F)C3)C(c3ccccc3)C2)n1,7.4145393,7.343191
,C#Cc1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,7.1426673,6.9921484
,Cc1ccc(C2(N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)CC4)C(c4ccccc4)C3)COC2)cc1,7.0132284,7.007041
,O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.017729,6.841933
,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NCCN4CCCC4)ccc3c2=O)CC1)c1ccccc1,5.2368717,5.536452
,C=Cn1c(Br)ccc1C(=O)N1CC[C@H](C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)[C@@H](c2ccccc2)C1,6.468521,7.2771378
,O=C(Nc1ccc2nc(NC(=O)c3ccco3)sc2c1)c1cc2ccccc2cn1,3.60206,4.1442175
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)C(F)(F)C4)C(c4ccccc4)C3)s2)cn1,8.443698,8.602642
,O=C([C@H]1CCCC(F)(F)[C@@H]1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,7.1438756,6.541417
,Cn1cnc2cc(-c3ncc(CN4CCC(C(=O)N5CCC(O)(Cn6cnc7c(ccn7-c7ccccc7)c6=O)CC5)C(c5ccccc5)C4)s3)cnc21,8.366531,7.806019
,O=C(C1CCCCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccsc3)c2=O)CC1,7.7644715,7.597578
,COc1ccc2c(=O)n(CC3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc2c1,5.69897,5.6333814
,O=C(c1cnc(-c2ccccc2)s1)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,7.2441254,7.1689577
,Cc1nc(Cc2ccccc2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,8.102373,7.768181
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5F)CC4c4ccccc4)CC3)cnc21,6.6197886,6.77964
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)[C@@H]5CCCC[C@H]5c5nccn5C)CC4)cnc32)cc1,4.978811,5.1273108
,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4[nH]ccc4c3=O)CC2)C(c2ccccc2)C1,7.1079054,7.004405
,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(Cl)cc2Cl)s1,5.161151,5.0650897
,Cc1cc(C#N)cc(-c2ccnc3ccsc23)c1OCC1(C#N)CNC1,6.0,4.329954
,Nc1c(Oc2ccc(CNc3ccccc3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.8728952,7.1630907
,COc1cc(Oc2ncn(CC3(O)CCN(C(=O)C4CCN(Cc5nc(C)cc(C)n5)CC4c4ccccc4)CC3(F)F)c(=O)c2N)ccc1F,7.37059,7.289533
,Cc1ccn([C@@H](CC(=O)N2CCC(O)(Cn3cnc4c(cnn4Cc4ccc(F)cc4)c3=O)CC2)C(F)F)n1,7.2839966,5.660569
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6ccc(C#N)nc6)CC5c5ccccc5)CC4)cnc32)cc1,7.6575775,7.296377
,Cc1nccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(-c6ccccc6)scc5c4=O)CC3)C(c3ccccc3)C2)n1,7.546682,7.5006227
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.113509,8.163471
,COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,8.318759,7.6901884
,Nc1c(Oc2cccc(OC(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.607303,6.807443
,CC(C)=CCC1=C2O[C@@H](C(C)(C)O)CC[C@@]3(C)[C@H](CC=C(C)C)C[C@@](CC=C(C)C)(C1=O)C(=O)[C@@]23C(=O)C(C)C,5.0,4.910139
,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4sccc4c3=O)CC2)C(c2ccccc2)C1,6.3665314,6.8264265
,COC1(C#Cc2ncc(C)cn2)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)C(F)(F)C2)C(c2ccccc2)C1,7.169411,7.2499
,Cc1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)C(F)(F)C4)C(c4ccccc4)C3)s2)cn1,8.585027,8.480481
,CC1(C)CCC(C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)C(c2ccccc2)C1,6.571865,7.051771
,Cc1cc(-c2cnc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)ccn1,7.3665314,7.2327404
,Cc1cc(C)nc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(-c6ccccc6)scc5c4=O)CC3)C(c3ccccc3)C2)n1,7.332547,7.5006914
,Cn1cc(-c2ccccc2)cc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,7.0457573,7.287834
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)c4cc(F)cc(F)c4)CC3c3ccccc3)CC2)c1=O,8.542118,8.1630745
,COc1ccc(-c2cnc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.455932,7.2429886
,COc1ccc(-c2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.6197886,7.4363804
,CN1CCC[C@H]1CCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.8632793,4.5321484
,CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)cc1,5.60206,4.2991114
,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc(Cl)n6-c6ccc(Cl)c(F)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.5686364,7.5130396
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5ccc(-c6ccnc(C(F)(F)F)c6)s5)CC4c4ccccc4)CC3)cnc21,7.455932,7.3405495
,Cc1nc(-c2ccccc2)sc1S(=O)(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,6.455932,6.3257933
,CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)c(C#N)c1,4.90309,4.5504303
,O=C(C1CCN(Cc2cnc(-c3ccc(N4CCNCC4)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.69897,8.056931
,CC1(C(=O)N2CCC(O)(Cn3cnc4c(cnn4-c4cccc(N5CC(C(C)(C)O)C5)c4)c3=O)CC2)CC1,6.69897,5.9887753
,CCCN(CCC)CCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.9065785,4.542875
,COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(OC)nc7)s6)CC5c5ccccc5)CC4)cnc32)c1,8.026872,7.614869
,C=C(C)[C@@H]1CC[C@@](C)(O)[C@H]1CC1=C2O[C@H](C(C)(C)O)C[C@@]2(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,5.0,5.388573
,O=C(C1CCC(F)(F)CC1c1ccncc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)scc3c2=O)CC1,6.2139587,7.078394
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cc(C)n(C)n6)CC5c5ccccc5)CC4)cnc32)cc1,7.481486,7.415236
,Nc1c(Oc2ccc(C3CCCN3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,7.966576,8.025116
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5C(C)=CCCC5c5cccs5)CC4)cnc32)cc1,7.1857524,5.8978653
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(-n6ccccc6=O)nc5Cl)CC4c4ccccc4)CC3)cnc21,7.3565474,7.084675
,COCc1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)sc1-c1ccc(N)nc1,7.1366773,7.4267063
,CCc1c(-c2cc(F)cc(F)c2)cnc(N)c1-c1ccc(O)cc1,4.30103,4.5237584
,NC(=O)c1cncc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)c1,8.537602,8.078201
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5csc(-c6cccnc6)c5)CC4c4ccccc4)CC3)cnc21,7.5086384,7.492379
,CC(CC(=O)N1CCC(O)(Cn2cnn3c(-c4ccc5c(c4)CNC5)cnc3c2=O)CC1)c1ccccc1,7.2966228,6.7825327
,COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)OC(C)(C)C)CC5c5ccccc5)CC4)cnc32)cc1,7.211125,6.881365
,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.7544875,4.848071
,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(Cc6ccccc6)nc5C)CC4c4ccccc4)CC3)cnc21,7.19382,6.724394
,CCn1cc([C@@H]2CC(F)(F)CC[C@H]2C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)cn1,4.1174755,6.785057
,Nc1c(Oc2cccc(Br)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.978811,7.0871305
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCC(=O)N(C)C5c5ccccc5)CC4)cnc32)cc1,7.5100417,6.0922875
,NC(=O)c1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)cc1F,6.394695,6.9972744
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc7c(C)cc(C)nn76)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.5850267,7.44516
,Nc1c(Oc2ccc(CO)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,7.39794,7.2289505
,COC(=O)c1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)cc(-c2ccc(C)nc2)c1,7.6575775,7.3592243
,COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.086186,7.837137
,Nc1ccc2ncn(CC3(O)CCN(C(=O)C4CCCCC4c4ccccc4)CC3)c(=O)c2n1,6.6458917,6.8125534
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1OC1CCCNC1,8.619789,7.491935
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(Cl)c(F)c6)c(N)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.39794,8.15313
,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,6.49485,6.553321
,CC(C)C1(N2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccc(F)cc5)c(N)c4=O)CC3)C(c3ccccc3)C2)COC1,6.692504,7.2464924
,Cn1nccc1-c1ccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5sccc5c4=O)CC3)C(c3ccccc3)C2)s1,7.0655017,7.1893616
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cccnc6)CC5c5ccccc5)CC4)cnc32)cc1,7.7447276,7.4373236
,Cn1cc(-c2scc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6ccnc(C#N)c6)CC5c5ccccc5)CC4)cnc23)cn1,7.4089355,7.346632
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(Cl)c(Cl)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.3279023,8.075953
,Cn1nccc1-c1ccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)s1,7.8860564,7.437744
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(S(=O)(=O)c6ccccc6F)CC5c5ccccc5)CC4)cnc32)cc1,7.3736596,6.8892994
,CCc1c(-c2ccc(O)c(C#N)c2)cnc(N)c1-c1ccc(O)cc1,5.017729,4.497222
,CNc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,6.376751,6.91171
,Nc1ncc(-c2ccc(O)cc2)c(C(F)(F)F)c1-c1ccc(O)cc1,5.221849,4.404068
,COc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccn(C)c4)c32)cc1Br,5.7189665,5.0593367
,O=C(Cc1cccs1)Nc1ccc2nc(NC(=O)N3CCOCC3)sc2c1,4.5575204,4.4238343
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1OCC1CCNCC1,8.09691,7.201927
,CC(=O)C1=C(O)C(=O)N(CCc2ccc(F)cc2)C1c1ccc(Br)cc1,5.5157003,5.324888
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5cccc(Br)c5)CC4c4ccccc4)CC3)cnc21,7.481486,6.591511
,Nc1c(Oc2cc(F)cc(F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.326058,7.064207
,COc1ccc(-c2c(N)nc3ccccn23)cc1,4.4202166,4.513211
,O=C(C1CCNCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccn3)c2=O)CC1,6.404504,6.8072996
,CC(C)=CCCC(C)=CCc1c(CCC(=O)c2ccc(O)cc2O)ccc(O)c1O,7.026872,4.836958
,CCc1c(-c2cccc(CN3CCOCC3)c2)cnc(N)c1-c1ccc(O)cc1,4.7399287,4.1061254
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4(F)F)cnc32)cc1,7.8827286,7.831398
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCCCC5n5cccc5)CC4)cnc32)cc1,7.5833597,5.717514
,CN(C)CCCOc1ccc(NC(=O)c2cc(C#N)c(Sc3c(Cl)cncc3Cl)s2)cc1,6.4202166,5.500062
,COc1nccnc1C#CC1(F)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,7.607303,7.205945
,Cc1nccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccc(F)cc5)c(N)c4=O)C(F)(F)C3)C(c3ccccc3)C2)n1,7.632644,7.6003675
,CS(=O)(=O)c1ccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)cc1,5.167491,5.3777213
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.09691,8.141246
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C=O)c5)CC4c4ccccc4)CC3)cnc21,7.537602,7.189481
,COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6sccc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,6.823909,7.225209
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc(Cl)n6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.251812,7.6508617
,Cc1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)sc1-c1ccsc1,7.39794,7.468048
,O=C(Nc1ccc2c(c1)S(=O)(=O)C=C2)c1nnc(Sc2c(F)cncc2Cl)s1,5.124939,5.549219
,Oc1ccc(-c2nc(C3CCNC3)no2)cc1,3.879426,4.9383273
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)c4cncc(-c5ccccc5)c4)CC3c3ccccc3)CC2)c1=O,7.9469213,7.985138
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)Nc4cccc(Br)c4)CC3c3ccccc3)CC2)c1=O,7.376751,7.1187277
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5csc(-c6ccncc6)c5)CC4c4ccccc4)CC3)cnc21,7.468521,7.3172264
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(S(=O)(=O)c4cccc(Br)c4)CC3c3ccccc3)CC2)c1=O,7.7423215,7.274576
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)C4CC(c5ccccc5)C4)CC3c3ccccc3)CC2(F)F)c1=O,6.950782,7.505477
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2(F)F)c1=O,7.0026135,7.485297
,N#Cc1cc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5-c5ccccc5)c4=O)CC3)C(c3ccccc3)C2)ccn1,8.29243,7.4884777
,Cc1ccc(-c2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.113509,7.613863
,Nc1c(Oc2cccnc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2)c1=O,6.669586,6.8567343
,O=C(C1CCN(Cc2cnc(-c3ccc(O)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.309804,8.28404
,CC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,6.031517,6.8073897
,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,7.1307683,6.794112
,Nc1c(Oc2ccc(CC(F)(F)F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.801343,7.0159636
,O=C([C@H]1CCN(Cc2ccccc2)C[C@@H]1c1cccs1)N1CCC(O)(Cn2cnc3[nH]ccc3c2=O)CC1,4.6382723,6.313093
,Cc1nccnc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)C(c2ccccc2)C1,7.5606675,7.3217487
,CC1(N2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccccc5)c(N)c4=O)CC3)C(c3ccccc3)C2)COC1,7.5142784,7.0796957
,COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)c1,7.8416376,7.79572
,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,5.154902,4.759241
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2)c1=O,6.9871626,7.267897
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccoc7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.90309,8.022289
,Cc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1Cl,7.031517,7.182971
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)[C@H]5C[C@H]5C4=O)sc23)c1O[C@@H]1CCNC[C@@H]1C,8.958608,8.249988
,Cc1ccc(CC(=O)Nc2ccc3nc(NC(=O)c4ccco4)sc3c2)cc1,3.60206,4.036474
,COC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,5.920819,6.820797
,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(O)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.017729,8.277414
,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)NCC5)n(C)nc3c2=O)CC1)c1ccccc1,7.8315024,7.622942
,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)csc3c2=O)CC1,5.0,5.0354776
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6cccnc6)c(N)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.45967,8.119962
,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(Cc3ccccc3)cc2=O)CC1)c1ccccc1,4.0457573,5.7122903
,Cc1nc(-c2cccs2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,7.659556,8.162334
