protein,drug,label,prediction
,Cc1ccc(C2(N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)CC4)C(c4ccccc4)C3)COC2)cc1,7.0132284,7.0851955
,O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.017729,6.1669703
,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NCCN4CCCC4)ccc3c2=O)CC1)c1ccccc1,5.2368717,5.0834503
,C=Cn1c(Br)ccc1C(=O)N1CC[C@H](C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)[C@@H](c2ccccc2)C1,6.468521,6.943882
,O=C(Nc1ccc2nc(NC(=O)c3ccco3)sc2c1)c1cc2ccccc2cn1,3.60206,4.872567
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)C(F)(F)C4)C(c4ccccc4)C3)s2)cn1,8.443698,8.196481
,O=C([C@H]1CCCC(F)(F)[C@@H]1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,7.1438756,7.1266203
,Cn1cnc2cc(-c3ncc(CN4CCC(C(=O)N5CCC(O)(Cn6cnc7c(ccn7-c7ccccc7)c6=O)CC5)C(c5ccccc5)C4)s3)cnc21,8.366531,7.205573
,O=C(C1CCCCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccsc3)c2=O)CC1,7.7644715,6.835865
,COc1ccc2c(=O)n(CC3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc2c1,5.69897,5.8114967
,O=C(c1cnc(-c2ccccc2)s1)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,7.2441254,7.690345
,Cc1nc(Cc2ccccc2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,8.102373,7.9637604
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5F)CC4c4ccccc4)CC3)cnc21,6.6197886,7.1248083
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)[C@@H]5CCCC[C@H]5c5nccn5C)CC4)cnc32)cc1,4.978811,6.2372093
,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4[nH]ccc4c3=O)CC2)C(c2ccccc2)C1,7.1079054,6.389497
,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(Cl)cc2Cl)s1,5.161151,5.0094795
,Cc1cc(C#N)cc(-c2ccnc3ccsc23)c1OCC1(C#N)CNC1,6.0,4.245331
,Nc1c(Oc2ccc(CNc3ccccc3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.8728952,7.1947823
,COc1cc(Oc2ncn(CC3(O)CCN(C(=O)C4CCN(Cc5nc(C)cc(C)n5)CC4c4ccccc4)CC3(F)F)c(=O)c2N)ccc1F,7.37059,7.3572454
,Cc1ccn([C@@H](CC(=O)N2CCC(O)(Cn3cnc4c(cnn4Cc4ccc(F)cc4)c3=O)CC2)C(F)F)n1,7.2839966,6.376872
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6ccc(C#N)nc6)CC5c5ccccc5)CC4)cnc32)cc1,7.6575775,7.1729403
,Cc1nccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(-c6ccccc6)scc5c4=O)CC3)C(c3ccccc3)C2)n1,7.546682,7.2763176
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.113509,8.031145
,COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,8.318759,8.46416
,Nc1c(Oc2cccc(OC(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.607303,6.5026217
,CC(C)=CCC1=C2O[C@@H](C(C)(C)O)CC[C@@]3(C)[C@H](CC=C(C)C)C[C@@](CC=C(C)C)(C1=O)C(=O)[C@@]23C(=O)C(C)C,5.0,3.4740646
,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4sccc4c3=O)CC2)C(c2ccccc2)C1,6.3665314,6.7139015
,COC1(C#Cc2ncc(C)cn2)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)C(F)(F)C2)C(c2ccccc2)C1,7.169411,7.876725
,Cc1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(F)cc6)c(N)c5=O)C(F)(F)C4)C(c4ccccc4)C3)s2)cn1,8.585027,7.542775
,CC1(C)CCC(C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)C(c2ccccc2)C1,6.571865,6.6024847
,Cc1cc(-c2cnc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)ccn1,7.3665314,7.1863832
,Cc1cc(C)nc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(-c6ccccc6)scc5c4=O)CC3)C(c3ccccc3)C2)n1,7.332547,7.0494385
,Cn1cc(-c2ccccc2)cc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,7.0457573,7.016588
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)c4cc(F)cc(F)c4)CC3c3ccccc3)CC2)c1=O,8.542118,6.9748926
,COc1ccc(-c2cnc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.455932,7.5658054
,COc1ccc(-c2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.6197886,7.7090874
,CN1CCC[C@H]1CCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.8632793,5.3066444
,CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)cc1,5.60206,4.8403444
,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc(Cl)n6-c6ccc(Cl)c(F)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.5686364,7.7991905
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5ccc(-c6ccnc(C(F)(F)F)c6)s5)CC4c4ccccc4)CC3)cnc21,7.455932,7.3125467
,Cc1nc(-c2ccccc2)sc1S(=O)(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,6.455932,6.0540037
,CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)c(C#N)c1,4.90309,4.245285
,O=C(C1CCN(Cc2cnc(-c3ccc(N4CCNCC4)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.69897,7.5358267
,CC1(C(=O)N2CCC(O)(Cn3cnc4c(cnn4-c4cccc(N5CC(C(C)(C)O)C5)c4)c3=O)CC2)CC1,6.69897,5.7976065
,CCCN(CCC)CCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.9065785,4.843642
,COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(OC)nc7)s6)CC5c5ccccc5)CC4)cnc32)c1,8.026872,8.197922
,C=C(C)[C@@H]1CC[C@@](C)(O)[C@H]1CC1=C2O[C@H](C(C)(C)O)C[C@@]2(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,5.0,4.38194
,O=C(C1CCC(F)(F)CC1c1ccncc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)scc3c2=O)CC1,6.2139587,6.7675714
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cc(C)n(C)n6)CC5c5ccccc5)CC4)cnc32)cc1,7.481486,7.323675
,Nc1c(Oc2ccc(C3CCCN3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,7.966576,7.0733557
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5C(C)=CCCC5c5cccs5)CC4)cnc32)cc1,7.1857524,6.5979414
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(-n6ccccc6=O)nc5Cl)CC4c4ccccc4)CC3)cnc21,7.3565474,7.258808
,COCc1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)sc1-c1ccc(N)nc1,7.1366773,5.676576
,CCc1c(-c2cc(F)cc(F)c2)cnc(N)c1-c1ccc(O)cc1,4.30103,4.4308853
,NC(=O)c1cncc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)c1,8.537602,7.3574314
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5csc(-c6cccnc6)c5)CC4c4ccccc4)CC3)cnc21,7.5086384,7.0206184
,CC(CC(=O)N1CCC(O)(Cn2cnn3c(-c4ccc5c(c4)CNC5)cnc3c2=O)CC1)c1ccccc1,7.2966228,7.3913345
,COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)OC(C)(C)C)CC5c5ccccc5)CC4)cnc32)cc1,7.211125,8.026701
,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccc2c(Cl)c3c(nc2c1)CCCC3,4.7544875,4.906642
,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(Cc6ccccc6)nc5C)CC4c4ccccc4)CC3)cnc21,7.19382,7.1946573
,CCn1cc([C@@H]2CC(F)(F)CC[C@H]2C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)cn1,4.1174755,7.3531256
,Nc1c(Oc2cccc(Br)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.978811,7.028492
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCC(=O)N(C)C5c5ccccc5)CC4)cnc32)cc1,7.5100417,6.7873573
,NC(=O)c1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)cc1F,6.394695,6.396351
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc7c(C)cc(C)nn76)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.5850267,6.85769
,Nc1c(Oc2ccc(CO)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,7.39794,6.40051
,COC(=O)c1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)cc(-c2ccc(C)nc2)c1,7.6575775,6.7032957
,COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.086186,7.9419794
,Nc1ccc2ncn(CC3(O)CCN(C(=O)C4CCCCC4c4ccccc4)CC3)c(=O)c2n1,6.6458917,5.7782345
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1OC1CCCNC1,8.619789,7.36364
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6ccc(Cl)c(F)c6)c(N)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.39794,7.9449625
,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,6.49485,7.5701475
,CC(C)C1(N2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccc(F)cc5)c(N)c4=O)CC3)C(c3ccccc3)C2)COC1,6.692504,7.435299
,Cn1nccc1-c1ccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5sccc5c4=O)CC3)C(c3ccccc3)C2)s1,7.0655017,7.6013603
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cccnc6)CC5c5ccccc5)CC4)cnc32)cc1,7.7447276,7.397134
,Cn1cc(-c2scc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6ccnc(C#N)c6)CC5c5ccccc5)CC4)cnc23)cn1,7.4089355,7.505104
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(Cl)c(Cl)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.3279023,7.646963
,Cn1nccc1-c1ccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)s1,7.8860564,7.81104
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(S(=O)(=O)c6ccccc6F)CC5c5ccccc5)CC4)cnc32)cc1,7.3736596,6.3753834
,CCc1c(-c2ccc(O)c(C#N)c2)cnc(N)c1-c1ccc(O)cc1,5.017729,4.23489
,CNc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,6.376751,6.909251
,Nc1ncc(-c2ccc(O)cc2)c(C(F)(F)F)c1-c1ccc(O)cc1,5.221849,4.8331747
,COc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccn(C)c4)c32)cc1Br,5.7189665,5.0131073
,O=C(Cc1cccs1)Nc1ccc2nc(NC(=O)N3CCOCC3)sc2c1,4.5575204,4.0966034
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1OCC1CCNCC1,8.09691,7.458762
,CC(=O)C1=C(O)C(=O)N(CCc2ccc(F)cc2)C1c1ccc(Br)cc1,5.5157003,4.7551885
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5cccc(Br)c5)CC4c4ccccc4)CC3)cnc21,7.481486,6.507741
,Nc1c(Oc2cc(F)cc(F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.326058,6.5094185
,COc1ccc(-c2c(N)nc3ccccn23)cc1,4.4202166,4.461196
,O=C(C1CCNCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccn3)c2=O)CC1,6.404504,7.1991844
,CC(C)=CCCC(C)=CCc1c(CCC(=O)c2ccc(O)cc2O)ccc(O)c1O,7.026872,4.616604
,CCc1c(-c2cccc(CN3CCOCC3)c2)cnc(N)c1-c1ccc(O)cc1,4.7399287,4.399686
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4(F)F)cnc32)cc1,7.8827286,6.461815
,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCCCC5n5cccc5)CC4)cnc32)cc1,7.5833597,6.822735
,CN(C)CCCOc1ccc(NC(=O)c2cc(C#N)c(Sc3c(Cl)cncc3Cl)s2)cc1,6.4202166,4.9397163
,COc1nccnc1C#CC1(F)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,7.607303,7.3810377
,Cc1nccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccc(F)cc5)c(N)c4=O)C(F)(F)C3)C(c3ccccc3)C2)n1,7.632644,6.8581123
,CS(=O)(=O)c1ccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)cc1,5.167491,5.993724
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.09691,8.123483
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C=O)c5)CC4c4ccccc4)CC3)cnc21,7.537602,5.977747
,COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6sccc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,6.823909,7.810775
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc(Cl)n6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.251812,7.5518436
,Cc1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)sc1-c1ccsc1,7.39794,6.885559
,O=C(Nc1ccc2c(c1)S(=O)(=O)C=C2)c1nnc(Sc2c(F)cncc2Cl)s1,5.124939,5.2582865
,Oc1ccc(-c2nc(C3CCNC3)no2)cc1,3.879426,4.960883
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)c4cncc(-c5ccccc5)c4)CC3c3ccccc3)CC2)c1=O,7.9469213,7.782897
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)Nc4cccc(Br)c4)CC3c3ccccc3)CC2)c1=O,7.376751,7.162506
,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5csc(-c6ccncc6)c5)CC4c4ccccc4)CC3)cnc21,7.468521,7.143031
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(S(=O)(=O)c4cccc(Br)c4)CC3c3ccccc3)CC2)c1=O,7.7423215,6.9022055
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCN(C(=O)C4CC(c5ccccc5)C4)CC3c3ccccc3)CC2(F)F)c1=O,6.950782,7.261236
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2(F)F)c1=O,7.0026135,6.8170843
,N#Cc1cc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5-c5ccccc5)c4=O)CC3)C(c3ccccc3)C2)ccn1,8.29243,7.0559635
,Cc1ccc(-c2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.113509,7.675336
,Nc1c(Oc2cccnc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2)c1=O,6.669586,6.386401
,O=C(C1CCN(Cc2cnc(-c3ccc(O)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,8.309804,8.410888
,CC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,6.031517,7.1110783
,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,7.1307683,7.3424435
,Nc1c(Oc2ccc(CC(F)(F)F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,6.801343,7.0687532
,O=C([C@H]1CCN(Cc2ccccc2)C[C@@H]1c1cccs1)N1CCC(O)(Cn2cnc3[nH]ccc3c2=O)CC1,4.6382723,5.777069
,Cc1nccnc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4c(-c5ccccc5)scc4c3=O)CC2)C(c2ccccc2)C1,7.5606675,7.1066494
,CC1(N2CCC(C(=O)N3CCC(O)(Cn4cnc(Oc5ccccc5)c(N)c4=O)CC3)C(c3ccccc3)C2)COC1,7.5142784,6.78646
,COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)c1,7.8416376,7.9107428
,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,5.154902,4.4555435
,Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCNCC3c3ccccc3)CC2)c1=O,6.9871626,6.4150133
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccoc7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,7.90309,7.6279955
,Cc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1Cl,7.031517,7.108142
,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)[C@H]5C[C@H]5C4=O)sc23)c1O[C@@H]1CCNC[C@@H]1C,8.958608,7.8777914
,Cc1ccc(CC(=O)Nc2ccc3nc(NC(=O)c4ccco4)sc3c2)cc1,3.60206,4.5473757
,COC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,5.920819,6.6880674
,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(O)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.017729,7.7535257
,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)NCC5)n(C)nc3c2=O)CC1)c1ccccc1,7.8315024,6.9331427
,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)csc3c2=O)CC1,5.0,5.657278
,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc(Oc6cccnc6)c(N)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,8.45967,7.9389935
,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(Cc3ccccc3)cc2=O)CC1)c1ccccc1,4.0457573,6.06837
,Cc1nc(-c2cccs2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,7.659556,8.155585
